リーグ,年,クラブ,平均観客数,年間最高観客数,年間最低観客数,ゲーム数
J1,2025,浦和レッズ,36220,52429,21383,11
J1,2025,ＦＣ東京,30887,46206,14971,11
J1,2025,名古屋グランパス,29639,34718,21892,10
J1,2025,ガンバ大阪,28969,34860,22614,10
J1,2025,サンフレッチェ広島,25604,27123,24837,11
J1,2025,鹿島アントラーズ,25276,59574,12106,12
J1,2025,横浜Ｆ・マリノス,22596,32713,14513,12
J1,2025,アルビレックス新潟,22366,30474,13627,11
J1,2025,ヴィッセル神戸,21977,36407,11019,10
J1,2025,川崎フロンターレ,21650,23103,20175,11
J1,2025,東京ヴェルディ,20526,52541,11334,11
J1,2025,清水エスパルス,19795,52847,12238,11
J1,2025,セレッソ大阪,17692,20864,14693,11
J1,2025,京都サンガF.C.,14372,20174,9059,10
J1,2025,ファジアーノ岡山,14371,15325,13330,11
J1,2025,ＦＣ町田ゼルビア,13381,44363,6825,10
J1,2025,柏レイソル,12381,13695,8946,10
J1,2025,湘南ベルマーレ,10928,13031,8476,11
J1,2025,横浜ＦＣ,9390,13252,6431,12
J1,2025,アビスパ福岡,9200,14039,6157,12
J1,2024,浦和レッズ,37519,55184,16787,19
J1,2024,ＦＣ東京,33225,57885,15828,19
J1,2024,名古屋グランパス,27650,40498,10083,19
J1,2024,ガンバ大阪,26096,34653,16021,19
J1,2024,サンフレッチェ広島,25609,27545,22774,19
J1,2024,横浜Ｆ・マリノス,24843,47926,8504,19
J1,2024,鹿島アントラーズ,23027,52860,11848,19
J1,2024,アルビレックス新潟,22430,33885,13368,19
J1,2024,ヴィッセル神戸,21811,49541,10961,19
J1,2024,川崎フロンターレ,21076,23603,18318,19
J1,2024,東京ヴェルディ,20976,53026,10060,19
J1,2024,セレッソ大阪,17903,21962,11040,19
J1,2024,ＦＣ町田ゼルビア,17610,48887,5240,19
J1,2024,北海道コンサドーレ札幌,17086,26677,7702,19
J1,2024,ジュビロ磐田,13817,32995,8355,19
J1,2024,京都サンガF.C.,13535,20323,6569,19
J1,2024,柏レイソル,12070,14472,7530,19
J1,2024,湘南ベルマーレ,11315,13192,6803,19
J1,2024,サガン鳥栖,9800,17563,5886,19
J1,2024,アビスパ福岡,9699,17161,5472,19
J1,2023,浦和レッズ,30509,49108,15167,17
J1,2023,ＦＣ東京,29410,56705,16068,17
J1,2023,横浜Ｆ・マリノス,27716,42772,7771,17
J1,2023,名古屋グランパス,27504,57058,11736,17
J1,2023,ガンバ大阪,23273,34517,14577,17
J1,2023,アルビレックス新潟,23113,30136,16692,17
J1,2023,ヴィッセル神戸,22553,53444,15741,17
J1,2023,鹿島アントラーズ,22031,56020,13169,17
J1,2023,川崎フロンターレ,19840,22563,17304,17
J1,2023,セレッソ大阪,17074,22542,10673,17
J1,2023,サンフレッチェ広島,16128,29097,8361,17
J1,2023,北海道コンサドーレ札幌,16086,31143,7591,17
J1,2023,京都サンガF.C.,13229,18500,8138,17
J1,2023,湘南ベルマーレ,13161,54243,7694,17
J1,2023,柏レイソル,11130,12833,8111,17
J1,2023,サガン鳥栖,10231,17799,6418,17
J1,2023,アビスパ福岡,9766,18309,6210,17
J1,2023,横浜ＦＣ,9129,13624,3401,17
J1,2022,浦和レッズ,23617,37144,15921,17
J1,2022,ＦＣ東京,22309,50994,11214,17
J1,2022,横浜Ｆ・マリノス,19811,46387,6689,17
J1,2022,名古屋グランパス,18813,37068,6106,17
J1,2022,川崎フロンターレ,17940,22110,13923,17
J1,2022,ガンバ大阪,17669,27988,6703,17
J1,2022,鹿島アントラーズ,16161,27234,6878,17
J1,2022,ヴィッセル神戸,15540,22949,7349,17
J1,2022,清水エスパルス,15245,56131,6806,17
J1,2022,北海道コンサドーレ札幌,12215,23330,5791,17
J1,2022,京都サンガF.C.,11692,17936,7195,17
J1,2022,セレッソ大阪,11427,18750,6695,17
J1,2022,サンフレッチェ広島,10493,18106,3988,17
J1,2022,ジュビロ磐田,9942,19130,5043,17
J1,2022,サガン鳥栖,9358,15577,4630,17
J1,2022,柏レイソル,9265,13418,4570,17
J1,2022,湘南ベルマーレ,9228,12083,4974,17
J1,2022,アビスパ福岡,7150,10933,4266,17
J1,2021,名古屋グランパス,11085,27079,4844,19
J1,2021,横浜Ｆ・マリノス,8991,30657,4752,19
J1,2021,鹿島アントラーズ,8252,16518,3586,18
J1,2021,浦和レッズ,8244,28138,4425,19
J1,2021,ＦＣ東京,7535,18209,4133,18
J1,2021,ヴィッセル神戸,7516,15013,4252,18
J1,2021,清水エスパルス,7455,9668,4356,19
J1,2021,サガン鳥栖,7276,9975,4512,19
J1,2021,ガンバ大阪,7255,16699,4205,14
J1,2021,川崎フロンターレ,7215,14867,4744,19
J1,2021,北海道コンサドーレ札幌,6817,13768,3106,19
J1,2021,大分トリニータ,6723,10021,3545,19
J1,2021,ベガルタ仙台,6152,9005,3096,19
J1,2021,サンフレッチェ広島,5920,11252,3190,19
J1,2021,セレッソ大阪,5667,10313,2711,17
J1,2021,徳島ヴォルティス,5631,8170,3170,19
J1,2021,アビスパ福岡,5403,9147,3951,19
J1,2021,湘南ベルマーレ,4850,6428,3585,19
J1,2021,横浜ＦＣ,4511,7039,1899,19
J1,2021,柏レイソル,4445,6458,2877,19
J1,2020,名古屋グランパス,9092,16825,4005,16
J1,2020,横浜Ｆ・マリノス,8467,34521,3431,16
J1,2020,浦和レッズ,8361,20288,3094,16
J1,2020,川崎フロンターレ,8354,21117,4723,16
J1,2020,ガンバ大阪,8077,16183,4142,16
J1,2020,セレッソ大阪,7453,19553,3140,16
J1,2020,鹿島アントラーズ,6525,13463,3027,16
J1,2020,ヴィッセル神戸,6420,25059,2719,16
J1,2020,ＦＣ東京,6283,14373,3812,16
J1,2020,清水エスパルス,5563,17549,2697,16
J1,2020,大分トリニータ,5480,9820,3465,16
J1,2020,サガン鳥栖,4967,9451,2592,16
J1,2020,サンフレッチェ広島,4829,18713,1948,16
J1,2020,湘南ベルマーレ,4746,13071,2629,16
J1,2020,ベガルタ仙台,4423,13968,2191,16
J1,2020,北海道コンサドーレ札幌,4303,8905,2039,17
J1,2020,横浜ＦＣ,3782,6965,2235,16
J1,2020,柏レイソル,3679,12468,2412,15
J1,2019,浦和レッズ,34184,54599,19698,17
J1,2019,ＦＣ東京,31540,42401,22302,17
J1,2019,ガンバ大阪,27708,37334,17727,17
J1,2019,名古屋グランパス,27612,42975,14651,17
J1,2019,横浜Ｆ・マリノス,27010,63854,11186,17
J1,2019,川崎フロンターレ,23272,25789,19556,17
J1,2019,セレッソ大阪,21518,42221,12044,17
J1,2019,ヴィッセル神戸,21491,25929,17708,17
J1,2019,鹿島アントラーズ,20569,34312,10208,17
J1,2019,北海道コンサドーレ札幌,18768,35531,6836,17
J1,2019,松本山雅ＦＣ,17416,19744,14078,17
J1,2019,大分トリニータ,15347,28574,9031,17
J1,2019,ジュビロ磐田,15277,31144,9416,17
J1,2019,サガン鳥栖,15050,23055,8698,17
J1,2019,清水エスパルス,15043,18246,11028,17
J1,2019,ベガルタ仙台,14971,19503,10931,17
J1,2019,サンフレッチェ広島,13886,29666,6491,17
J1,2019,湘南ベルマーレ,12849,14246,9290,17
J1,2018,浦和レッズ,35502,55689,21250,17
J1,2018,ＦＣ東京,26432,44801,13425,17
J1,2018,名古屋グランパス,24660,43579,9297,17
J1,2018,ガンバ大阪,23485,35242,11824,17
J1,2018,川崎フロンターレ,23218,24677,17113,17
J1,2018,横浜Ｆ・マリノス,21788,41686,8688,17
J1,2018,ヴィッセル神戸,21630,26603,9015,17
J1,2018,鹿島アントラーズ,19434,33647,7672,17
J1,2018,セレッソ大阪,18811,34303,8165,17
J1,2018,北海道コンサドーレ札幌,18223,34250,6729,17
J1,2018,ジュビロ磐田,15474,31375,8047,17
J1,2018,ベガルタ仙台,15408,19152,13081,17
J1,2018,サガン鳥栖,15000,22669,7138,17
J1,2018,清水エスパルス,14991,20109,6193,17
J1,2018,サンフレッチェ広島,14346,21997,7344,17
J1,2018,湘南ベルマーレ,12120,15351,8002,17
J1,2018,柏レイソル,11402,14208,9255,17
J1,2018,Ｖ・ファーレン長崎,11225,15975,6579,17
J1,2017,浦和レッズ,33542,57447,21603,17
J1,2017,ＦＣ東京,26490,42979,13417,17
J1,2017,横浜Ｆ・マリノス,24766,42483,11036,17
J1,2017,ガンバ大阪,24277,36177,13074,17
J1,2017,川崎フロンターレ,22112,25904,17358,17
J1,2017,アルビレックス新潟,22034,31014,16461,17
J1,2017,セレッソ大阪,20970,42438,8998,17
J1,2017,鹿島アントラーズ,20467,36080,10838,17
J1,2017,北海道コンサドーレ札幌,18418,33353,9535,17
J1,2017,ヴィッセル神戸,18272,25278,7911,17
J1,2017,ジュビロ磐田,16321,40491,11762,17
J1,2017,清水エスパルス,15116,18556,11007,17
J1,2017,ベガルタ仙台,14746,18059,11500,17
J1,2017,サガン鳥栖,14194,21245,7381,17
J1,2017,サンフレッチェ広島,14042,22333,8319,17
J1,2017,柏レイソル,11820,14096,9432,17
J1,2017,ＲＢ大宮アルディージャ,11464,13364,9598,17
J1,2017,ヴァンフォーレ甲府,10842,14680,4692,17
J1,2016,浦和レッズ,36935,56841,22766,17
J1,2016,ガンバ大阪,25342,34231,13731,17
J1,2016,ＦＣ東京,24037,37805,11488,17
J1,2016,横浜Ｆ・マリノス,24004,46413,7033,17
J1,2016,川崎フロンターレ,22136,26612,14432,17
J1,2016,アルビレックス新潟,21181,29692,14627,17
J1,2016,鹿島アントラーズ,19104,31636,6696,17
J1,2016,名古屋グランパス,17729,30282,7980,17
J1,2016,ヴィッセル神戸,17018,25722,11212,17
J1,2016,ベガルタ仙台,15467,19315,12504,17
J1,2016,サンフレッチェ広島,15464,25845,8602,17
J1,2016,ジュビロ磐田,14611,24896,10416,17
J1,2016,アビスパ福岡,12857,19370,5870,17
J1,2016,サガン鳥栖,12636,20219,6499,17
J1,2016,ＲＢ大宮アルディージャ,11814,13880,9480,17
J1,2016,湘南ベルマーレ,11530,14419,8052,17
J1,2016,ヴァンフォーレ甲府,10833,15508,7011,17
J1,2016,柏レイソル,10728,13977,7090,17
J1,2015,浦和レッズ,38745,53148,22363,17
J1,2015,ＦＣ東京,28785,42604,12727,17
J1,2015,横浜Ｆ・マリノス,24221,44226,8038,17
J1,2015,アルビレックス新潟,21936,31324,16068,17
J1,2015,川崎フロンターレ,20999,24992,14881,17
J1,2015,松本山雅ＦＣ,16823,18906,11743,17
J1,2015,鹿島アントラーズ,16423,29030,6923,17
J1,2015,サンフレッチェ広島,16382,33210,7966,17
J1,2015,ヴィッセル神戸,16265,24027,7696,17
J1,2015,名古屋グランパス,16240,33558,9986,17
J1,2015,ガンバ大阪,15999,18842,10702,17
J1,2015,ベガルタ仙台,14924,19375,12488,17
J1,2015,清水エスパルス,14803,19736,11348,17
J1,2015,サガン鳥栖,13450,20792,7524,17
J1,2015,湘南ベルマーレ,12208,14581,9157,17
J1,2015,ヴァンフォーレ甲府,11297,14176,7015,17
J1,2015,柏レイソル,10918,14055,6701,17
J1,2015,モンテディオ山形,10031,14320,6100,17
J1,2014,浦和レッズ,37736,56758,19977,16
J1,2014,ＦＣ東京,25187,42059,13048,17
J1,2014,横浜Ｆ・マリノス,23088,40571,11088,17
J1,2014,アルビレックス新潟,22979,35533,2104,17
J1,2014,セレッソ大阪,21627,42723,10262,17
J1,2014,鹿島アントラーズ,17665,32099,8840,17
J1,2014,名古屋グランパス,16734,38966,5599,17
J1,2014,川崎フロンターレ,16661,19668,10609,17
J1,2014,ベガルタ仙台,15174,19404,11144,17
J1,2014,ヴィッセル神戸,15011,25382,9375,17
J1,2014,サンフレッチェ広島,14997,24734,9515,17
J1,2014,ガンバ大阪,14749,19569,10898,17
J1,2014,清水エスパルス,14210,19824,8539,17
J1,2014,サガン鳥栖,14137,23277,8276,17
J1,2014,ヴァンフォーレ甲府,12171,36505,5416,17
J1,2014,ＲＢ大宮アルディージャ,10811,14182,7001,17
J1,2014,柏レイソル,10715,14623,6115,17
J1,2014,徳島ヴォルティス,8884,17274,3594,17
J1,2013,浦和レッズ,37100,54905,23295,17
J1,2013,横浜Ｆ・マリノス,27496,62632,12537,17
J1,2013,アルビレックス新潟,26112,33378,18919,17
J1,2013,ＦＣ東京,25073,40371,12905,17
J1,2013,セレッソ大阪,18819,36361,9119,17
J1,2013,川崎フロンターレ,16644,21657,12345,17
J1,2013,鹿島アントラーズ,16419,32305,6681,17
J1,2013,サンフレッチェ広島,16209,27911,10045,17
J1,2013,名古屋グランパス,16135,30478,9237,17
J1,2013,ベガルタ仙台,14866,17892,11755,17
J1,2013,清水エスパルス,14137,21420,9238,17
J1,2013,ヴァンフォーレ甲府,12614,28906,7754,17
J1,2013,柏レイソル,12553,34021,7013,17
J1,2013,サガン鳥栖,12026,22530,6292,17
J1,2013,大分トリニータ,11915,23814,7067,17
J1,2013,ＲＢ大宮アルディージャ,11138,13365,7412,17
J1,2013,ジュビロ磐田,10895,20049,5698,17
J1,2013,湘南ベルマーレ,9911,13786,6080,17
J1,2012,浦和レッズ,36634,51879,25743,17
J1,2012,アルビレックス新潟,25018,35506,15854,17
J1,2012,ＦＣ東京,23956,34822,16229,17
J1,2012,横浜Ｆ・マリノス,22946,36412,7101,17
J1,2012,川崎フロンターレ,17807,20996,12509,17
J1,2012,サンフレッチェ広島,17721,32724,11123,17
J1,2012,名古屋グランパス,17155,30354,7959,17
J1,2012,セレッソ大阪,16913,36723,8226,17
J1,2012,ベガルタ仙台,16600,18722,11831,17
J1,2012,鹿島アントラーズ,15381,23507,10626,17
J1,2012,清水エスパルス,15121,23188,8710,17
J1,2012,ガンバ大阪,14778,19393,8218,17
J1,2012,ヴィッセル神戸,14638,22766,8755,17
J1,2012,柏レイソル,13769,26106,10351,17
J1,2012,ジュビロ磐田,13122,28745,8978,17
J1,2012,北海道コンサドーレ札幌,12008,25353,6870,17
J1,2012,サガン鳥栖,11991,22116,5432,17
J1,2012,ＲＢ大宮アルディージャ,10637,12709,7936,17
J1,2011,浦和レッズ,33910,54441,20240,17
J1,2011,アルビレックス新潟,26049,37830,13644,17
J1,2011,横浜Ｆ・マリノス,21038,37725,7104,17
J1,2011,川崎フロンターレ,17340,20973,13111,17
J1,2011,名古屋グランパス,16741,28515,6793,17
J1,2011,ガンバ大阪,16411,20991,11364,17
J1,2011,鹿島アントラーズ,16156,25061,7810,17
J1,2011,清水エスパルス,15801,21524,10745,17
J1,2011,ベガルタ仙台,15656,19224,11356,17
J1,2011,セレッソ大阪,14145,37172,5351,17
J1,2011,ヴィッセル神戸,13233,19913,6151,17
J1,2011,サンフレッチェ広島,13203,18788,7099,17
J1,2011,ヴァンフォーレ甲府,12106,21589,6893,17
J1,2011,柏レイソル,11917,30807,6855,17
J1,2011,ジュビロ磐田,11796,30516,6386,17
J1,2011,アビスパ福岡,10415,19421,4028,17
J1,2011,モンテディオ山形,9325,18008,5053,17
J1,2011,ＲＢ大宮アルディージャ,9099,12221,5627,17
J2,2025,ジェフユナイテッド千葉,15988,49991,9367,10
J2,2025,北海道コンサドーレ札幌,15009,22292,9417,9
J2,2025,Ｖ・ファーレン長崎,14522,19248,9572,10
J2,2025,ジュビロ磐田,12604,27377,7902,11
J2,2025,ベガルタ仙台,11172,15217,7679,10
J2,2025,ＲＢ大宮アルディージャ,11049,13418,8868,11
J2,2025,モンテディオ山形,10870,15687,8009,9
J2,2025,大分トリニータ,10160,14548,7365,11
J2,2025,ヴァンフォーレ甲府,7945,10822,4415,10
J2,2025,サガン鳥栖,7620,13693,5405,12
J2,2025,徳島ヴォルティス,6238,9045,4512,10
J2,2025,ロアッソ熊本,5759,9834,3772,11
J2,2025,カターレ富山,5104,7580,3453,11
J2,2025,レノファ山口ＦＣ,5056,10451,3503,11
J2,2025,ＦＣ今治,4592,5205,3542,11
J2,2025,ブラウブリッツ秋田,4544,7795,2882,9
J2,2025,愛媛ＦＣ,4530,9352,2735,10
J2,2025,水戸ホーリーホック,4402,7521,2610,12
J2,2025,藤枝ＭＹＦＣ,4249,7206,2950,11
J2,2025,いわきＦＣ,4215,5046,3502,11
J2,2024,清水エスパルス,17750,55598,9520,19
J2,2024,ベガルタ仙台,13331,19007,7841,19
J2,2024,ジェフユナイテッド千葉,10431,16740,5603,19
J2,2024,大分トリニータ,10360,28359,6276,19
J2,2024,モンテディオ山形,10265,19316,5616,19
J2,2024,Ｖ・ファーレン長崎,9814,19902,3702,19
J2,2024,ファジアーノ岡山,9188,15269,5480,19
J2,2024,ヴァンフォーレ甲府,8274,14268,4792,19
J2,2024,横浜ＦＣ,6963,12735,4617,19
J2,2024,鹿児島ユナイテッドＦＣ,6596,10406,3208,19
J2,2024,栃木ＳＣ,6238,16476,3417,19
J2,2024,ロアッソ熊本,6177,15502,2998,19
J2,2024,レノファ山口ＦＣ,6089,11575,2158,19
J2,2024,徳島ヴォルティス,6054,12227,3402,19
J2,2024,愛媛ＦＣ,4721,9039,2853,19
J2,2024,水戸ホーリーホック,4406,10488,2575,19
J2,2024,いわきＦＣ,4290,5056,2293,19
J2,2024,藤枝ＭＹＦＣ,4274,10667,1997,19
J2,2024,ブラウブリッツ秋田,4128,7467,2220,19
J2,2024,ザスパ群馬,3988,11271,1255,19
J2,2023,清水エスパルス,14393,47628,6104,21
J2,2023,ベガルタ仙台,11215,15163,8740,21
J2,2023,ジュビロ磐田,10446,24247,4355,21
J2,2023,大分トリニータ,9202,15705,5744,21
J2,2023,ジェフユナイテッド千葉,8523,15201,5317,21
J2,2023,ファジアーノ岡山,8495,15695,4254,21
J2,2023,モンテディオ山形,8318,14618,5390,21
J2,2023,東京ヴェルディ,7982,17802,2805,21
J2,2023,ヴァンフォーレ甲府,7485,11643,4541,21
J2,2023,ＦＣ町田ゼルビア,7427,38402,2903,21
J2,2023,Ｖ・ファーレン長崎,7300,13893,3815,21
J2,2023,ＲＢ大宮アルディージャ,6758,11827,3427,21
J2,2023,ロアッソ熊本,6278,17805,2884,21
J2,2023,徳島ヴォルティス,5976,13199,3126,21
J2,2023,栃木ＳＣ,5834,10741,2901,21
J2,2023,レノファ山口ＦＣ,4407,7022,2223,21
J2,2023,ツエーゲン金沢,4225,9277,1516,21
J2,2023,ザスパ群馬,4121,10823,1493,21
J2,2023,水戸ホーリーホック,3726,9219,2349,21
J2,2023,いわきＦＣ,3491,5044,2011,21
J2,2023,藤枝ＭＹＦＣ,3145,6288,1511,21
J2,2023,ブラウブリッツ秋田,3139,5193,1603,21
J3,2025,松本山雅ＦＣ,8522,11659,6771,8
J3,2025,栃木ＳＣ,5472,12807,2015,10
J3,2025,鹿児島ユナイテッドＦＣ,5451,7316,3457,9
J3,2025,ツエーゲン金沢,5302,8463,3517,7
J3,2025,ギラヴァンツ北九州,4532,6812,2891,10
J3,2025,ＦＣ岐阜,4286,6627,2270,9
J3,2025,ＡＣ長野パルセイロ,3785,7275,2297,8
J3,2025,アスルクラロ沼津,3017,7029,1437,9
J3,2025,ザスパ群馬,2831,6397,1391,10
J3,2025,栃木シティ,2761,3729,1133,8
J3,2025,ＦＣ琉球,2745,4033,2262,9
J3,2025,ＦＣ大阪,2726,5163,374,10
J3,2025,ＳＣ相模原,2545,6101,941,9
J3,2025,高知ユナイテッドSC,2376,5038,1246,9
J3,2025,ガイナーレ鳥取,2188,3002,1679,8
J3,2025,福島ユナイテッドＦＣ,1945,2562,844,9
J3,2025,カマタマーレ讃岐,1926,3305,1150,9
J3,2025,テゲバジャーロ宮崎,1832,3769,944,10
J3,2025,奈良クラブ,1785,2835,1048,10
J3,2025,ヴァンラーレ八戸,1768,2676,1082,9
J3,2024,松本山雅ＦＣ,8490,14411,5213,19
J3,2024,ＲＢ大宮アルディージャ,7472,11274,4145,19
J3,2024,ツエーゲン金沢,5435,9229,2434,19
J3,2024,ＦＣ岐阜,4684,8284,2795,19
J3,2024,ギラヴァンツ北九州,4649,12448,2290,19
J3,2024,ＡＣ長野パルセイロ,4158,11965,1957,19
J3,2024,カターレ富山,4092,9700,2034,19
J3,2024,ＦＣ今治,3786,5078,2249,19
J3,2024,ＦＣ琉球,3007,8755,2070,19
J3,2024,ＳＣ相模原,2820,7248,1238,19
J3,2024,アスルクラロ沼津,2633,7162,1290,19
J3,2024,ＦＣ大阪,2470,6459,766,19
J3,2024,ガイナーレ鳥取,2434,5057,934,19
J3,2024,カマタマーレ讃岐,1949,4579,1008,19
J3,2024,奈良クラブ,1879,3951,710,19
J3,2024,福島ユナイテッドＦＣ,1800,5471,555,19
J3,2024,ヴァンラーレ八戸,1728,3031,816,19
J3,2024,横浜スポーツ&カルチャークラブ,1557,3627,923,19
J3,2024,いわてグルージャ盛岡,1362,2575,515,19
J3,2024,テゲバジャーロ宮崎,1165,2126,599,19
J3,2023,松本山雅ＦＣ,8181,12457,5169,19
J3,2023,鹿児島ユナイテッドＦＣ,5904,11978,3709,19
J3,2023,ＦＣ岐阜,4733,7019,3099,19
J3,2023,ギラヴァンツ北九州,3857,8042,2598,19
J3,2023,ＦＣ今治,3711,5424,2485,19
J3,2023,愛媛ＦＣ,3674,11128,1593,19
J3,2023,ＡＣ長野パルセイロ,3528,12458,2245,19
J3,2023,カターレ富山,3444,6453,1619,19
J3,2023,ＦＣ大阪,2708,4555,1435,19
J3,2023,ＦＣ琉球,2534,4396,1323,19
J3,2023,ＳＣ相模原,2308,4589,992,19
J3,2023,ガイナーレ鳥取,2280,5411,1190,19
J3,2023,カマタマーレ讃岐,2063,5577,1284,19
J3,2023,アスルクラロ沼津,1961,3657,650,19
J3,2023,ヴァンラーレ八戸,1890,3613,823,19
J3,2023,奈良クラブ,1781,4808,821,19
J3,2023,テゲバジャーロ宮崎,1552,2932,1001,19
J3,2023,横浜スポーツ&カルチャークラブ,1470,3453,815,19
J3,2023,いわてグルージャ盛岡,1254,1843,801,19
J3,2023,福島ユナイテッドＦＣ,1229,1865,668,19
J2,2022,アルビレックス新潟,14954,32979,7556,21
J2,2022,ベガルタ仙台,8991,15372,5447,21
J2,2022,ファジアーノ岡山,7065,12570,4201,21
J2,2022,大分トリニータ,6618,12187,3348,21
J2,2022,モンテディオ山形,6451,12072,3873,21
J2,2022,ジェフユナイテッド千葉,5775,8639,3236,21
J2,2022,ＲＢ大宮アルディージャ,5272,8279,3526,21
J2,2022,横浜ＦＣ,5088,9100,2277,21
J2,2022,Ｖ・ファーレン長崎,5061,10345,2582,21
J2,2022,東京ヴェルディ,4955,12846,1598,21
J2,2022,ヴァンフォーレ甲府,4930,9095,3037,21
J2,2022,栃木ＳＣ,4429,12490,2085,21
J2,2022,徳島ヴォルティス,4224,7807,2316,21
J2,2022,ロアッソ熊本,4039,21508,1671,21
J2,2022,レノファ山口ＦＣ,3661,7642,2299,21
J2,2022,ツエーゲン金沢,3421,11859,938,21
J2,2022,ＦＣ町田ゼルビア,3243,6287,1814,21
J2,2022,水戸ホーリーホック,3140,6296,1731,21
J2,2022,ザスパ群馬,3076,5867,1324,21
J2,2022,ブラウブリッツ秋田,2283,5404,954,21
J2,2022,ＦＣ琉球,1996,4537,608,21
J2,2022,いわてグルージャ盛岡,1749,3256,681,21
J2,2021,アルビレックス新潟,10879,14759,7617,21
J2,2021,松本山雅ＦＣ,6154,7811,3904,21
J2,2021,ジュビロ磐田,5968,13652,3773,21
J2,2021,京都サンガF.C.,5749,9900,3220,19
J2,2021,モンテディオ山形,5082,8340,2451,21
J2,2021,Ｖ・ファーレン長崎,4956,8025,2232,21
J2,2021,ファジアーノ岡山,4361,6813,2735,20
J2,2021,ヴァンフォーレ甲府,4325,6072,2223,21
J2,2021,ＲＢ大宮アルディージャ,4311,5712,2531,21
J2,2021,ジェフユナイテッド千葉,4068,6732,3077,21
J2,2021,栃木ＳＣ,3861,8209,900,21
J2,2021,東京ヴェルディ,3588,7505,1743,19
J2,2021,レノファ山口ＦＣ,3011,4862,1293,21
J2,2021,ギラヴァンツ北九州,2974,5638,2106,21
J2,2021,ＦＣ町田ゼルビア,2706,5433,1432,20
J2,2021,水戸ホーリーホック,2696,4574,1400,21
J2,2021,ツエーゲン金沢,2534,4674,957,21
J2,2021,ＳＣ相模原,2372,4369,727,21
J2,2021,ザスパ群馬,2187,4816,975,20
J2,2021,ＦＣ琉球,2124,3871,559,16
J2,2021,ブラウブリッツ秋田,2097,3961,1084,21
J2,2021,愛媛ＦＣ,1854,3369,826,21
J2,2020,アルビレックス新潟,5629,9355,3058,20
J2,2020,Ｖ・ファーレン長崎,4479,9436,2755,20
J2,2020,松本山雅ＦＣ,4174,7560,1868,20
J2,2020,アビスパ福岡,3925,9006,1595,20
J2,2020,ジュビロ磐田,3548,14526,1558,20
J2,2020,ギラヴァンツ北九州,3520,13574,1499,20
J2,2020,京都サンガF.C.,3321,8589,1616,20
J2,2020,徳島ヴォルティス,3256,9033,1262,20
J2,2020,ファジアーノ岡山,3226,12434,1181,20
J2,2020,モンテディオ山形,3092,5435,1355,20
J2,2020,ジェフユナイテッド千葉,2917,9701,1409,20
J2,2020,栃木ＳＣ,2649,10767,944,20
J2,2020,ＲＢ大宮アルディージャ,2642,4549,1312,20
J2,2020,ヴァンフォーレ甲府,2609,5309,1500,20
J2,2020,東京ヴェルディ,2551,5181,1243,20
J2,2020,レノファ山口ＦＣ,2212,8424,1020,20
J2,2020,水戸ホーリーホック,2120,7029,948,20
J2,2020,ツエーゲン金沢,1959,6928,895,20
J2,2020,ザスパ群馬,1639,11038,593,20
J2,2020,愛媛ＦＣ,1588,5681,603,20
J2,2020,ＦＣ琉球,1377,3246,663,17
J2,2020,ＦＣ町田ゼルビア,1368,6421,508,20
J2,2019,アルビレックス新潟,14497,20486,8777,21
J2,2019,ジェフユナイテッド千葉,9701,14950,5885,21
J2,2019,ＲＢ大宮アルディージャ,9478,12090,5874,21
J2,2019,柏レイソル,9471,13056,6415,21
J2,2019,ファジアーノ岡山,9444,17288,5298,21
J2,2019,モンテディオ山形,8289,18721,5415,21
J2,2019,ヴァンフォーレ甲府,8273,15665,4870,21
J2,2019,京都サンガF.C.,7850,14069,3385,21
J2,2019,Ｖ・ファーレン長崎,7737,11924,4872,21
J2,2019,横浜ＦＣ,7061,12937,2111,21
J2,2019,アビスパ福岡,6983,12028,3578,21
J2,2019,ＦＣ岐阜,6644,11787,4212,21
J2,2019,水戸ホーリーホック,6087,9874,3886,21
J2,2019,鹿児島ユナイテッドＦＣ,5785,7965,4079,21
J2,2019,徳島ヴォルティス,5736,10526,3870,21
J2,2019,レノファ山口ＦＣ,5653,12105,3662,21
J2,2019,東京ヴェルディ,5371,8545,2331,21
J2,2019,ツエーゲン金沢,5209,13070,2543,21
J2,2019,栃木ＳＣ,5148,8426,3725,21
J2,2019,ＦＣ琉球,4953,12019,2428,21
J2,2019,ＦＣ町田ゼルビア,4718,8814,3009,21
J2,2019,愛媛ＦＣ,3780,7874,2540,21
J1,2010,浦和レッズ,39941,55410,21625,17
J1,2010,アルビレックス新潟,30542,41002,19152,17
J1,2010,横浜Ｆ・マリノス,25684,43025,12184,17
J1,2010,ＦＣ東京,25112,30672,17477,17
J1,2010,鹿島アントラーズ,20967,35251,9472,17
J1,2010,名古屋グランパス,19979,34098,7991,17
J1,2010,川崎フロンターレ,18562,22407,7348,17
J1,2010,清水エスパルス,18001,38851,7117,17
J1,2010,ベガルタ仙台,17332,26391,12119,17
J1,2010,ガンバ大阪,16654,20973,9093,17
J1,2010,セレッソ大阪,15026,37860,8041,17
J1,2010,サンフレッチェ広島,14562,23948,5334,17
J1,2010,ヴィッセル神戸,12824,19506,8707,17
J1,2010,ジュビロ磐田,12137,31266,7030,17
J1,2010,モンテディオ山形,11710,20231,7019,17
J1,2010,湘南ベルマーレ,11095,14095,6032,17
J1,2010,ＲＢ大宮アルディージャ,11064,29575,7831,17
